nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:00:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:50:00",1960,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:10:00",570,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:10:00",1220,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:10:00",6260,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:10:00",460,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:10:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 17:10:00",2990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:10:00",1350,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:10:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:10:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:10:00",1320,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:10:00",-40,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:10:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:10:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:20:00",1360,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:10:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:10:00",1210,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:10:00",1310,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:50:00",1960,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:20:00",540,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:20:00",1230,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:20:00",6900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:20:00",440,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:20:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 17:20:00",3150,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:20:00",1380,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:20:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:20:00",820,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:20:00",1330,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:20:00",1030,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:20:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:30:00",1420,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:20:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:20:00",1210,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:20:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:50:00",1960,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:30:00",530,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:30:00",1300,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:30:00",7000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:30:00",420,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:30:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 17:30:00",2960,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:30:00",1360,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:30:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:30:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:30:00",1340,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:30:00",390,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:30:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:20:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:40:00",1480,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:30:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:30:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:30:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 17:30:00",1990,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:40:00",520,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:40:00",1420,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:40:00",6310,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:30:00",420,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:40:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 17:40:00",3340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:40:00",1400,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:40:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:40:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:40:00",1350,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:40:00",980,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:40:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:40:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:50:00",1510,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:40:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:40:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:40:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 17:40:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:50:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:50:00",1470,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:50:00",6980,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:50:00",390,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:50:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 17:50:00",3820,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:50:00",1400,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:50:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:50:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:50:00",1350,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:50:00",250,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:50:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:00:00",1540,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:50:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:50:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 17:50:00",1320,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 17:50:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:00:00",490,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:00:00",1710,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:00:00",6980,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:00:00",380,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:00:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:00:00",3400,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:00:00",1430,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:00:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:00:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:00:00",1360,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:00:00",610,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 18:00:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 18:00:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:10:00",1580,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 18:00:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 18:00:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 18:00:00",1330,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 18:00:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:10:00",480,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:10:00",2020,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:10:00",6420,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:10:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:10:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:10:00",3680,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:10:00",1410,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:10:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:10:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:10:00",1360,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:10:00",230,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 18:10:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 18:10:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:20:00",1590,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 18:10:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 18:10:00",1210,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 18:10:00",1340,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 18:10:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:20:00",460,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:20:00",2190,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:20:00",6890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:20:00",340,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:20:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:20:00",3430,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:20:00",1480,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:20:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:20:00",920,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:20:00",1360,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:20:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 18:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 18:20:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:30:00",1600,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 18:20:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 18:20:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 18:20:00",1360,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 18:20:00",1980,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:30:00",460,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:30:00",2140,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:30:00",6950,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:30:00",330,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:30:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:30:00",3670,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:30:00",1470,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:30:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:30:00",930,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:30:00",1370,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:30:00",290,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 18:30:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 18:30:00",180,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:40:00",1610,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 18:30:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 18:30:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 18:30:00",1380,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 18:30:00",1990,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:40:00",450,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:40:00",2190,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:40:00",6220,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:40:00",330,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:40:00",380,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:40:00",3440,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:40:00",1490,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:40:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:40:00",960,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:40:00",1370,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:40:00",290,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 17:40:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 18:40:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 18:40:00",180,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 18:50:00",1610,"Status : Siaga 3"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 18:40:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 18:30:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 18:30:00",1380,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 18:40:00",2010,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 18:50:00",450,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 18:50:00",2180,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 18:50:00",6920,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 18:50:00",320,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 18:50:00",380,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 18:50:00",3820,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 18:50:00",1490,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 18:50:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 18:50:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 18:50:00",1370,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 18:50:00",300,"Status : Normal"
